id,top_cast,director
65075,"Tobias Schneebaum, Norman Mailer, Michael Nelson Rockefeller",Laurie Gwen Shapiro
44379,"Bodan Litnanski, Agnès Varda, François Wertheimer",Agnès Varda
2043,"Morgan Freeman, Monica Potter, Michael Wincott",Lee Tamahori
4133,"Johnny Depp, Penélope Cruz, Ethan Suplee",Ted Demme
56715,"Jean Reno, Christina Applegate, Christian Clavier",Jean-Marie Poiré
10991,"Veronica Taylor, Rachael Lillis, Eric Stuart",Michael Haigney
15940,"Rachel Weisz, Susan Lynch, Iain Glen",Bill Eagles
26791,"Richard Dutcher, Matthew A. Brown, Wilford Brimley",Richard Dutcher
44069,"Fatemeh Cherag Akhar, Hassan Nebhan, Shahr Banou Sisizadeh",Marzieh Makhmalbaf
68894,"Jared Harris, Xia Yu, Yufei Xing",Ann Hu
634,"Renée Zellweger, Colin Firth, Hugh Grant",Sharon Maguire
10956,"David Spade, Brittany Daniel, Dennis Miller",Dennie Gordon
19366,"Rachael Leigh Cook, Rosario Dawson, Tara Reid",Harry Elfont
136558,"Daniel Gillies, Rachael Leigh Cook, Seth Green",Paiman Kalayeh
28308,"Antonio Banderas, Olivia Williams, Jason Flemyng",Jonas McCord
9519,"Eric Bana, Simon Lyndon, David Field",Andrew Dominik
13898,"Nargess Mamizadeh, Maryiam Palvin Almani, Mojgan Faramarzi",Jafar Panahi
196280,"Peter Falk, Charles Durning, Denis Leary",Joe Mantegna
9290,"Paul Hogan, Linda Kozlowski, Jere Burns",Simon Wincer
13166,"Tom Green, Rip Torn, Marisa Coughlan",Tom Green
32590,"Shane Edelman, Peter Sarsgaard, Molly Parker",Wayne Wang
109472,"Konkona Sen Sharma, Sabyasachi Chakraborty, Debashree Roy",Subrata Sen
153141,"Aidan Gillen, Kate Ashfield, Dean Lennox Kelly",Jamie Thraves
52654,"John Turturro, Emily Watson, Geraldine James",Marleen Gorris
70282,"Obba Babatundé, Charmin Lee White, Terrell Mitchell",Jordan Walker-Pearlman
47643,"Brent Carver, Marcel Sabourin, Aubert Pallascio",John Greyson
111,"Al Pacino, Steven Bauer, Michelle Pfeiffer",Brian De Palma
32488,"Jack Lemmon, Lee Remick, Charles Bickford",Blake Edwards
10477,"Kip Pardue, Robert Sean Leonard, Til Schweiger",Renny Harlin
12484,"Kerr Smith, Brendan Fehr, Izabella Miko",J.S. Cardone
2144,"Matt Dillon, Liv Tyler, Mary Jo Smith",Harald Zwart
24113,"Warren Beatty, Diane Keaton, Goldie Hawn",Peter Chelsom
118052,"Imelda Staunton, Frank Kelly, David Wilmot",Steve Barron
1734,"Brendan Fraser, Rachel Weisz, John Hannah",Stephen Sommers
38047,"Koji Yakusho, Aoi Miyazaki, Masaru Miyazaki",Shinji Aoyama
8076,"Denis Lavant, Philippe Clay, Terrence Gillespie",Veit Helmer
4973,"Charlotte Rampling, Bruno Cremer, Jacques Nolot",François Ozon
8095,"Elizabeth Taylor, Richard Burton, Rex Harrison",Joseph L. Mankiewicz
849,"Ken Marshall, Lysette Anthony, Francesca Annis",Peter Yates
27223,"Albert Brooks, Julie Hagerty, Michael Greene",Albert Brooks
2981,"Bessie Love, Lewis Stone, Wallace Beery",Harry O. Hoyt
39266,"Adolf Hitler, Max Amann, Hermann Göring",Leni Riefenstahl
31863,"James Woods, Robert Downey Jr., Margaret Colin",Joseph Ruben
11307,"Robin Williams, Mary Beth Hurt, Glenn Close",George Roy Hill
46498,"Ewa Aulin, Charles Aznavour, Marlon Brando",Christian Marquand
11163,"Martin Potter, Hiram Keller, Max Born",Federico Fellini
11035,"Peter Gonzales Falcon, Fiona Florence, Pia De Doses",Federico Fellini
18691,"Elvis Presley, Donna Douglas, Harry Morgan",Frederick de Cordova
3784,"Michelle Pfeiffer, Al Pacino, Héctor Elizondo",Garry Marshall
78133,"Edward Furlong, Kathy Bates, T.J. Lowther",Tony Bill
22829,"Audrey Hepburn, William Holden, Grégoire Aslan",Richard Quine
35717,"Guillaume Depardieu, Yekaterina Golubeva, Catherine Deneuve",Leos Carax
11936,"Marcello Mastroianni, Anna Prucnal, Bernice Stegers",Federico Fellini
25221,"Bette Midler, James Caan, George Segal",Mark Rydell
19494,"Jane Fonda, Lily Tomlin, Dolly Parton",Colin Higgins
40842,"Sally Field, Beau Bridges, Ron Leibman",Martin Ritt
19357,"John Candy, Karen Austin, Kerri Green",Carl Reiner
33743,"Peter Lind Hayes, Mary Healy, Hans Conried",Roy Rowland
32924,"Dennis Hopper, Jodie Foster, Dean Stockwell",Dennis Hopper
9062,"Ali MacGraw, Ryan O'Neal, John Marley",Arthur Hiller
11174,"Pelle Hvenegaard, Max von Sydow, Erik Paaske",Bille August
934,"Jean Servais, Carl Möhner, Robert Manuel",Jules Dassin
9476,"Heath Ledger, Rufus Sewell, Shannyn Sossamon",Brian Helgeland
37691,"Pilar Padilla, Adrien Brody, Jack McGee",Ken Loach
115810,"Michel Camilo, Tito Puente, Arturo O'Farrill",Fernando Trueba
10613,"Romane Bohringer, David Calder, Jennifer Jason Leigh",Kristian Levring
19094,"Olivia Newton-John, Kirk Geiger, Sarah Hunley",Del Shores
14268,,Chris Hegedus
5852,"Jennifer Lopez, Jim Caviezel, Jeremy Sisto",Luis Mandoki
808,"Mike Myers, Eddie Murphy, Cameron Diaz",Andrew Adamson
49453,"Anna Levine, Jamie Harris",Amos Kollek
824,"Nicole Kidman, Ewan McGregor, John Leguizamo",Baz Luhrmann
37558,"Stéphanie Touly, Iliès Sefraoui, Mustapha Goumane",Jacques Doillon
676,"Ben Affleck, Josh Hartnett, Kate Beckinsale",Michael Bay
88727,"Reidar Sørensen, Jon Øigarden, Gaute Skjegstad",Karin Julsrud
26813,"Thilen Lhondup, Gurgon Kyap, Lhakpa Tsamchoe",Eric Valli
29572,"Christina Ricci, Johnny Depp, Cate Blanchett",Sally Potter
48109,"Kerry Washington, Anna Simpson, Rosalyn Coleman",Jim McKay
291675,,
50541,"Robby Benson, Lynn-Holly Johnson, Colleen Dewhurst",Donald Wrye
26255,"Sandra Bullock, Tate Donovan, Anne Bancroft",Dale Launer
22414,"Meryl Streep, Shirley MacLaine, Dennis Quaid",Mike Nichols
43329,"Burt Lancaster, Jean Peters, John McIntire",Robert Aldrich
42233,"Paul Newman, Joel Grey, Harvey Keitel",Robert Altman
1406,"Billy Crystal, Daniel Stern, Bruno Kirby",Ron Underwood
13554,"John Cusack, Christopher Lloyd, Charlie Sheen",John Sayles
17664,"John Wayne, William Holden, Constance Towers",John Ford
66035,"Burt Lancaster, Dianne Foster, Diana Lynn",Burt Lancaster
41050,"Marcello Mastroianni, Jeanne Moreau, Monica Vitti",Michelangelo Antonioni
1632,"Gene Hackman, Willem Dafoe, Frances McDormand",Alan Parker
966,"Yul Brynner, Eli Wallach, Steve McQueen",John Sturges
12639,"Yul Brynner, Robert Fuller, Julián Mateos",Burt Kennedy
301,"John Wayne, Dean Martin, Ricky Nelson",Howard Hawks
31527,"Marlene Dietrich, John Lodge, Sam Jaffe",Josef von Sternberg
4988,"Burt Reynolds, Kris Kristofferson, Jill Clayburgh",Michael Ritchie
12623,"Cher, Dennis Quaid, Liam Neeson",Peter Yates
11896,"Danny DeVito, Billy Crystal, Kim Greist",Danny DeVito
25538,"Wu Nien-Jen, Elaine Jin, Issei Ogata",Edward Yang
17971,"Michael J. Fox, David Naughton, Stephen Furst",Michael Nankin
6498,"Nikolaj Coster-Waldau, Kim Bodnia, Rikke Louise Andersson",Ole Bornedal
5923,"Steve McQueen, Richard Attenborough, Richard Crenna",Robert Wise
15497,"Gregory Peck, Hugh Marlowe, Gary Merrill",Henry King
21876,"Frank Sinatra, Trevor Howard, Raffaella Carrà",Mark Robson
11090,"Rob Schneider, Colleen Haskell, John C. McGinley",Luke Greenfield
14034,"Martin Lawrence, Danny DeVito, John Leguizamo",Sam Weisman
21056,"Arye Gross, Eric Schweig, Tim DeKay",Thomas Bezucha
9397,"David Duchovny, Julianne Moore, Orlando Jones",Ivan Reitman
9705,"John Travolta, Hugh Jackman, Halle Berry",Dominic Sena
26475,"Alan Cumming, Jennifer Jason Leigh, John Benjamin Hickey",Alan Cumming
56934,"Sarah Wynter, Jonathan Pryce, Vincent Pérez",Bruce Beresford
29937,"Bolek Polívka, Anna Šišková, Csongor Kassai",Jan Hřebejk
49922,"Tom Courtenay, Michael Legge, Laura Fraser",Peter Hewitt
10364,"Alan Arkin, Martin Balsam, Richard Benjamin",Mike Nichols
32458,"Jeffrey Thomas, Peter Jackson, Costa Botes",Costa Botes
1089,"Patrick Swayze, Keanu Reeves, Gary Busey",Kathryn Bigelow
38043,"Phoebe Cates, Scott Coffey, Bridget Fonda",Zelda Barron
9967,"Gene Hackman, Fred Ward, Robert Stack",Ted Kotcheff
17494,"Kurt Russell, Ray Liotta, Madeleine Stowe",Jonathan Kaplan
17465,"Rob Lowe, Cynthia Gibb, Patrick Swayze",Peter Markle
759,"Jane Russell, Marilyn Monroe, Charles Coburn",Howard Hawks
10297,"Lauren Bacall, Marilyn Monroe, Betty Grable",Jean Negulesco
29393,"William Prince, Jim Backus, Christine White",William Castle
10653,"Marilyn Monroe, Tom Ewell, Evelyn Keyes",Billy Wilder
21468,"Ethel Merman, Marilyn Monroe, Mitzi Gaynor",Walter Lang
9576,"Dustin Hoffman, Jessica Lange, Teri Garr",Sydney Pollack
22323,"Charlie Sheen, Patti D'Arbanville, Christopher McDonald",Penelope Spheeris
31935,"Michael Caine, Cliff Robertson, Henry Fonda",Robert Aldrich
126881,"Götz George, Jeanette Hain, Christian Redl",Hermine Huntgeburth
52616,"Willem Dafoe, Yan Luo, Shek Sau",Yim Ho
10865,"Michael J. Fox, Corey Burton, Claudia Christian",Gary Trousdale
1995,"Angelina Jolie, Jon Voight, Iain Glen",Simon West
10808,"Eddie Murphy, Kristen Wilson, Raven-Symoné",Steve Carr
9799,"Paul Walker, Vin Diesel, Michelle Rodriguez",Rob Cohen
644,"Haley Joel Osment, Frances O'Connor, Sam Robards",Steven Spielberg
16161,"Tyrese Gibson, Taraji P. Henson, Omar Gooding",John Singleton
10691,"Kirsten Dunst, Jay Hernandez, Bruce Davison",John Stockwell
10615,"Jennifer Coolidge, Lance Crouther, J.B. Smoove",Louis C.K.
47596,"Kipp Marcus, Bernadette Peters, Alice Dylan",Adam Marcus
21488,"Sami Bouajila, Patachou, Ariane Ascaride",Olivier Ducastel
59733,"Alison Krauss, Emmylou Harris, Gillian Welch",Nick Doob
271462,"Hugo Weaving, David Wenham, Sacha Horler",Stavros Kazantzidis
11826,"Ray Winstone, Ben Kingsley, Ian McShane",Jonathan Glazer
24470,"Dwight Yoakam, Billy Bob Thornton, Bridget Fonda",Dwight Yoakam
9301,"Franka Potente, Benno Fürmann, Joachim Król",Tom Tykwer
11444,"Daniel Auteuil, Gérard Depardieu, Thierry Lhermitte",Francis Veber
15564,Robbie Robertson,David Douglas
60670,"Jean Reno, Vincent Cassel, Nadia Farès",Mathieu Kassovitz
55551,"Eriq Ebouaney, Alex Descas",Raoul Peck
40880,"Linus Roache, John Hannah, Samantha Morton",Julien Temple
10992,"Jeff Goldblum, Elizabeth Perkins, Alexander Pollock",Lawrence Guterman
2140,"Jet Li, Bridget Fonda, Tchéky Karyo",Chris Nahon
4248,"Anna Faris, Marlon Wayans, James DeBello",Keenen Ivory Wayans
17612,"Piper Perabo, Jessica Paré, Mischa Barton",Léa Pool
3134,"Karen Lancaume, Raffaëla Anderson, Ouassini Embarek",Virginie Despentes
34899,"Tran Nu Yên-Khê, Khanh Lê, Quang Hai Ngo",Tran Anh Hung
8217,"Mia Farrow, William Hurt, Joe Mantegna",Woody Allen
22478,"Mia Farrow, Gena Rowlands, Ian Holm",Woody Allen
26483,"Frankie Avalon, Annette Funicello, Deborah Walley",William Asher
24382,"Vittorio Gassman, Renato Salvatori, Memmo Carotenuto",Mario Monicelli
11286,"Burt Reynolds, Roger Moore, Farrah Fawcett",Hal Needham
11950,"Burt Reynolds, Dom DeLuise, Dean Martin",Hal Needham
12236,"John Candy, Donna Dixon, Matt Frewer",Jim Drake
36245,"Jeanne Moreau, Georges Géret, Michel Piccoli",Luis Buñuel
43342,"Lew Ayres, Gene Evans, Nancy Reagan",Felix E. Feist
15875,"John Wayne, Elizabeth Allen, Lee Marvin",John Ford
26573,"Vincent Price, Frankie Avalon, Dwayne Hickman",Norman Taurog
23439,"Vincent Price, Mark Damon, Myrna Fahey",Roger Corman
10728,"Gösta Ekman, Emil Jannings, Camilla Horn",F.W. Murnau
5991,"Emil Jannings, Maly Delschaft, Max Hiller",F.W. Murnau
11697,"John Wayne, James Stewart, Vera Miles",John Ford
6106,"James Woods, Jim Belushi, Michael Murphy",Oliver Stone
22477,"Mia Farrow, Dianne Wiest, Sam Waterston",Woody Allen
19200,"Woody Allen, Kathy Bates, John Cusack",Woody Allen
11300,"Jeff Daniels, Melanie Griffith, Ray Liotta",Jonathan Demme
16211,"John Wayne, Dean Martin, Martha Hyer",Henry Hathaway
28650,"Ray Milland, Rosey Grier, Don Marshall",Lee Frost
42780,"Tommy Kirk, Johnny Crawford, Beau Bridges",Bert I. Gordon
32569,"Ray Milland, Diana Van der Vlis, Harold J. Stone",Roger Corman
20075,"Cheech Marin, Tommy Chong, Stacy Keach",Tommy Chong
28430,"Janet Munro, Leo McKern, Edward Judd",Val Guest
28794,"Catriona MacColl, Paolo Malco, Ania Pieroni",Lucio Fulci
20197,"Cheech Marin, Tommy Chong, Toni Attell",Thomas K. Avildsen
43316,"Jane Wyman, Rock Hudson, Agnes Moorehead",Douglas Sirk
34689,"Humphrey Bogart, Ava Gardner, Edmond O'Brien",Joseph L. Mankiewicz
25690,"Matthew Modine, Claudia Schiffer, Dennis Hopper",Abel Ferrara
10238,"Harriet Andersson, Ingrid Thulin, Kari Sylwan",Ingmar Bergman
18929,"Laurence Olivier, Brenda De Banzie, Roger Livesey",Tony Richardson
4789,"Dominique Sanda, Fabio Testi, Lino Capolicchio",Vittorio De Sica
32595,"Barry Otto, William Yang, Imogen Annesley",Philippe Mora
18030,"Ralph Meeker, Albert Dekker, Paul Stewart",Robert Aldrich
18988,"Peter O'Toole, Katharine Hepburn, Anthony Hopkins",Anthony Harvey
11536,"Clark Gable, Marilyn Monroe, Montgomery Clift",John Huston
10339,"Gregory Peck, Richard Basehart, Leo Genn",John Huston
39875,"Jill Schoelen, Dee Wallace, Kelly Jo Minter",Mark Herrier
50031,"Charles Laughton, Gertrude Lawrence, Elsa Lanchester",Alexander Korda
976,"Burt Lancaster, Tony Curtis, Susan Harrison",Alexander Mackendrick
69605,"Rock Hudson, Lauren Bacall, Robert Stack",Douglas Sirk
65632,"Marcello Mastroianni, Ursula Andress, Elsa Martinelli",Elio Petri
29471,"Klaus Maria Brandauer, Hans Christian Blech, Armin Mueller-Stahl",István Szabó
4780,"Cliff Robertson, Geneviève Bujold, John Lithgow",Brian De Palma
11906,"Jessica Harper, Stefania Casini, Flavio Bucci",Dario Argento
11713,"Bruce Lee, Jackie Chan, Nora Miao",Lo Wei
9589,"Natja Brunckhorst, Thomas Haustein, Jens Kuphal",Uli Edel
12481,"Bruce Lee, Maria Yi, James Tien",Lo Wei
13333,"Bruce Lee, Kareem Abdul-Jabbar, Chuck Norris",Robert Clouse
13938,"Taimak, Julius Carry, Vanity",Michael Schultz
10540,"Sean Connery, Peter Boyle, Frances Sternhagen",Peter Hyams
9462,"Bruce Lee, Nora Miao, Chuck Norris",Bruce Lee
82623,"Peter Horton, Liz Stauber, Kari Coleman",Brett Leonard
2114,"Donald Sutherland, Ming-Na Wen, Alec Baldwin",Hironobu Sakaguchi
8835,"Reese Witherspoon, Luke Wilson, Selma Blair",Robert Luketic
11371,"Robert De Niro, Edward Norton, Marlon Brando",Frank Oz
78248,"Rasmané Ouédraogo, Albertine N'Guessan, Ziable Honoré Goore Bi",Roger Gnoan M'Bala
9517,"Brad Renfro, Bijou Phillips, Nick Stahl",Larry Clark
25985,"Tunde Adebimpe, Natalia Verbeke, Murielle Arden",Joel Hopkins
15745,"Vince Vaughn, Jon Favreau, Sean Combs",Jon Favreau
24977,"Michael Jordan, Phil Jackson, Bob Costas",Don Kempf
36107,,Mark Osborne
113271,,Ben Stassen
58904,"Jasper Steverlinck, Kyoko Baertsoen, Harry Shearer",Ben Stassen
103489,,
13794,James Earl Jones,George Casey
13795,Charlton Heston,George Casey
103488,"Cassandra Peterson, Stuart Pankin, Harry Shearer",Ben Stassen
73482,"Siegfried Fischbacher, Roy Horn, Anthony Hopkins",
38965,"George Burns, Charlie Schlatter, Tony Roberts",Paul Flaherty
47817,"Robert Downey Jr., Kiefer Sutherland, Bruce Dern",Ernest Thompson
31052,"William Hurt, Kathleen Turner, Geena Davis",Lawrence Kasdan
10868,"Kelly McGillis, Jodie Foster, Bernie Coulson",Jonathan Kaplan
9395,"Steven Seagal, Pam Grier, Henry Silva",Andrew Davis
14506,"John Neville, Eric Idle, Sarah Polley",Terry Gilliam
5333,"Hart Bochner, Colin Firth, Dora Bryan",Martin Donovan
4281,"Peter Ustinov, Lauren Bacall, Carrie Fisher",Michael Winner
2,"Turo Pajala, Susanna Haavisto, Matti Pellonpää",Aki Kaurismäki
26044,"Dudley Moore, Liza Minnelli, John Gielgud",Bud Yorkin
59797,"Jennifer Rubin, Bruce Abbott, Richard Lynch",Andrew Fleming
14911,"Gene Hackman, Danny Glover, Jerry Reed",Peter Markle
15592,"Bette Midler, Barbara Hershey, John Heard",Garry Marshall
15267,"George Dzundza, Jason Patric, Steven Bauer",Kevin Reynolds
12710,"Bette Midler, Lily Tomlin, Fred Ward",Jim Abrahams
30502,"Paul Reubens, Penelope Ann Miller, Kris Kristofferson",Randal Kleiser
19382,"Matthew Broderick, Christopher Walken, Matt Mulhern",Mike Nichols
24679,"Forest Whitaker, Diane Venora, Keith David",Clint Eastwood
9599,"Kevin Dillon, Shawnee Smith, Donovan Leitch",Chuck Russell
94440,"Sean Young, James Woods, John Kapelos",Harold Becker
17170,"Michael J. Fox, Kiefer Sutherland, Phoebe Cates",James Bridges
18509,"Jackie Mason, Robert Stack, Dyan Cannon",Allan Arkush
110428,"Juliette Binoche, Jean-Luc Vincent, Robert Leroy",Bruno Dumont
34604,"Lea Thompson, Victoria Jackson, Andrew Dice Clay",Geneviève Robert
14441,"Michael Keaton, Kathy Baker, Morgan Freeman",Glenn Gordon Caron
7520,"Tom Cruise, Bryan Brown, Elisabeth Shue",Roger Donaldson
10126,"Sean Penn, Robert Duvall, María Conchita Alonso",Dennis Hopper
9602,"Eddie Murphy, Arsenio Hall, James Earl Jones",John Landis
23752,"Dan Aykroyd, Walter Matthau, Charles Grodin",Michael Ritchie
41952,"Gary Oldman, Kevin Bacon, Tess Harper",Martin Campbell
3980,"Dee Wallace, M. Emmet Walsh, Billy Zane",Stephen Herek
10127,"Scott Grimes, Liane Curtis, Barry Corbin",Mick Garris
12702,"Don Keith Opper, Terrence Mann, Leonardo DiCaprio",Kristine Peterson
27397,"Amy Irving, Peter Riegert, Reizl Bozyk",Joan Micklin Silver
9748,"Dennis Quaid, Meg Ryan, Charlotte Rampling",Annabel Jankel
40095,"Treat Williams, Joe Piscopo, Lindsay Frost",Mark Goldblatt
10651,"Clint Eastwood, Patricia Clarkson, Liam Neeson",Buddy Van Horn
10141,"Steve Martin, Michael Caine, Glenne Headly",Frank Oz
27362,"Joan Plowright, Juliet Stevenson, Joely Richardson",Peter Greenaway
5680,"Cassandra Peterson, Susan Kellermann, Jeff Conaway",James Signorelli
26386,"Jim Varney, Douglas Seale, Noelle Parker",John R. Cherry III
34053,"Dennis Quaid, Jessica Lange, Timothy Hutton",Taylor Hackford
25884,"Rebecca De Mornay, Mary Gross, Fred Dalton Thompson",Daniel Goldberg
26355,"Molly Ringwald, Randall Batinkoff, Kenneth Mars",John G. Avildsen
10675,"Harrison Ford, Emmanuelle Seigner, Betty Buckley",Roman Polanski
38982,"Molly Ringwald, Andrew McCarthy, Viggo Mortensen",David Anspaugh
10130,"Sigourney Weaver, Bryan Brown, Julie Harris",Michael Apted
2617,"John Candy, Dan Aykroyd, Annette Bening",Howard Deutch
38615,"David Keith, Tuesday Weld, Charlie Schlatter",Chris Columbus
21362,"Steve Guttenberg, Peter O'Toole, Daryl Hannah",Neil Jordan
30690,"Bobcat Goldthwait, John Candy, Dabney Coleman",Michael Dinner
75889,"Kelly McGillis, Jeff Daniels, Mandy Patinkin",Peter Yates
38500,"Romy Windsor, Michael T. Weiss, Antony Hamilton",John Hough
26723,"John Lennon, Yoko Ono, Paul McCartney",Andrew Solt
20443,"Anthony Michael Hall, Robert Downey Jr., Uma Thurman",Bud Smith 
49365,"Lukas Haas, Len Cariou, Alex Rocco",Frank LaLoggia
11347,"Amanda Donohoe, Hugh Grant, Catherine Oxenberg",Ken Russell
12144,"Gabriel Damon, Candace Hutson, Judith Barsi",Don Bluth
13704,"Corey Haim, Corey Feldman, Carol Kane",Greg Beeman
12505,"Sidney Poitier, River Phoenix, Richard Jenkins",Richard Benjamin
41963,"Rob Lowe, Meg Tilly, Kim Cattrall",Bob Swaim
13482,"Rubén Blades, Sônia Braga, James Gammon",Robert Redford
34014,"Richard Dreyfuss, Raúl Juliá, Sônia Braga",Paul Mazursky
29739,"Richard Pryor, Beverly Todd, Randy Quaid",Alan Metter
12120,"Dan Aykroyd, Kim Basinger, Jon Lovitz",Richard Benjamin
47818,"River Phoenix, Ann Magnuson, Meredith Salenger",William Richert
38617,"Willem Dafoe, Gregory Hines, Fred Ward",Christopher Crowe
3543,"Marianne Sägebrecht, CCH Pounder, Jack Palance",Percy Adlon
51321,"Pamela Gidley, Alan Boyce, Michael Elgart",Marisa Silver
9604,"Arnold Schwarzenegger, Jim Belushi, Ed O'Ross",Walter Hill
24929,"James Karen, Thom Mathews, Suzanne Snyder",Ken Wiederhorn
10925,"Clu Gulager, James Karen, Don Calfa",Dan O'Bannon
13965,"Tom Burlinson, Sigrid Thornton, Brian Dennehy",Geoff Burrowes
24266,"Tom Burlinson, Terence Donovan, Kirk Douglas",George T. Miller
58434,"Burt Lancaster, Suzy Amis, Patricia Clarkson",Daniel Petrie
18197,"Christine Lahti, Judd Hirsch, River Phoenix",Sidney Lumet
70842,"Glenda Jackson, Stratford Johns, Nickolas Grace",Ken Russell
38909,"Robi Draco Rosa, Rodney Harvey, Magali Alvarado",Boaz Davidson
17126,"Liam Neeson, Julia Roberts, Justine Bateman",Joan Freeman
11503,"Bill Pullman, Cathy Tyson, Zakes Mokae",Wes Craven
38558,"Peter Weller, Sam Elliott, Richard Brooks",James Glickenhaus
9717,"Sidney Poitier, Tom Berenger, Kirstie Alley",Roger Spottiswoode
11966,"Fisher Stevens, Michael McKean, Cynthia Gibb",Kenneth Johnson
2605,"Ally Sheedy, Steve Guttenberg, Fisher Stevens",John Badham
8740,"Bernard-Pierre Donnadieu, Eugene Bervoets, Johanna ter Steege",George Sluizer
25497,"Melanie Griffith, Tommy Lee Jones, Sting",Mike Figgis
38560,"Bruce Willis, James Garner, Malcolm McDowell",Blake Edwards
50203,"Don Johnson, Susan Sarandon, Jeff Daniels",Robert Greenwald
26798,"Kathleen Turner, Burt Reynolds, Christopher Reeve",Ted Kotcheff
91445,"Whoopi Goldberg, John Heard, Elliott Gould",Rip Torn
41428,"Tomorowo Taguchi, Kei Fujiwara, Nobu Kanaoka",Shinya Tsukamoto
8337,"Roddy Piper, Keith David, Meg Foster",John Carpenter
47493,"Christopher Lambert, Ed Harris, Joss Ackland",Agnieszka Holland
8463,"Harvey Fierstein, Anne Bancroft, Matthew Broderick",Paul Bogart
41974,"Theresa Russell, Christopher Lloyd, Colleen Camp",Nicolas Roeg
28176,"Jeff Bridges, Joan Allen, Martin Landau",Francis Ford Coppola
9493,"Arnold Schwarzenegger, Danny DeVito, Kelly Preston",Ivan Reitman
26603,"Judge Reinhold, Fred Savage, Corinne Bohrer",Brian Gilbert
33172,"Corey Haim, Michael Ironside, Lala Sloatman",Jon Hess
29095,"Zach Galligan, Deborah Foreman, Michelle Johnson",Anthony Hickox
12582,"Michael Caine, Ben Kingsley, Jeffrey Jones",Thom Eberhardt
10001,"Yahoo Serious, Odile Le Clezio, Peewee Wilson",Yahoo Serious
11352,"Richard Dreyfuss, Holly Hunter, John Goodman",Steven Spielberg
12500,"Michael Dudikoff, Steve James, Judie Aronson",Sam Firstenberg
25678,"Michael Dudikoff, Steve James, Larry Poindexter",Sam Firstenberg
25682,"David Bradley, Steve James, Marjoe Gortner",Cedric Sundstrom
32049,"Eric Roberts, Phillip Rhee, Chris Penn",Robert Radler
45225,"Kevin Bacon, Emily Longstreth, J.T. Walsh",Christopher Guest
1648,"Keanu Reeves, Alex Winter, George Carlin",Stephen Herek
4105,"Michael Douglas, Andy García, Kate Capshaw",Ridley Scott
22711,"Paul Newman, Lolita Davidovich, Jerry Hardin",Ron Shelton
19124,"Rutger Hauer, Terry O'Quinn, Brandon Call",Phillip Noyce
69828,"Burt Reynolds, Casey Siemaszko, Sheila Kelley",Bill Forsyth
53150,"Brian Robbins, Bill Calvert, Tricia Leigh Fisher",David Irving
10142,"Michael J. Fox, Sean Penn, Don Harvey",Brian De Palma
3064,"Cybill Shepherd, Robert Downey Jr., Mary Stuart Masterson",Emile Ardolino
86093,"Peter Falk, Dianne Wiest, Michael V. Gazzo",Susan Seidelman
10134,"Jean-Claude Van Damme, Deborah Richter, Vincent Klyn",Albert Pyun
21291,"Jack Lemmon, Ted Danson, Ethan Hawke",Gary David Goldberg
4925,"Don Johnson, Penelope Ann Miller, William Forsythe",John Frankenheimer
30352,"Hoyt Axton, Corbin Bernsen, Rubén Blades",Jim Kouf
15142,"Corey Feldman, Corey Haim, Jason Robards",Marc Rocco
14550,"Michael Keaton, Christopher Lloyd, Peter Boyle",Howard Zieff
32075,"Donald Sutherland, Janet Suzman, Zakes Mokae",Euzhan Palcy
2210,"Geena Davis, Jeff Goldblum, Damon Wayans",Julien Temple
25005,"Michael Paré, Marina Orsini, Bernie Coulson",Jean-Claude Lord
21721,"Tom Berenger, Michael Paré, Joe Pantoliano",Martin Davidson
116014,"Ron Silver, Anjelica Huston, Lena Olin",Paul Mazursky
11828,"Tim Robbins, Mickey Rooney, Eartha Kitt",Terry Jones
55699,"John Travolta, Arye Gross, Kelly Preston",Dave Thomas
10551,"Sean Connery, Dustin Hoffman, Matthew Broderick",Sidney Lumet
20713,"Nigel Havers, Frank McRae, Gerry Lopez",John Milius
27461,"Paul Newman, Dwight Schultz, Bonnie Bedelia",Roland Joffé
41969,"Meg Tilly, Rupert Frazer, Nicholas Le Prevost",Gordon Hessler
1380,"Christian Slater, Tony Hawk, Stacy Peralta",Graeme Clifford
19157,"Adam Sandler, Scott LaRose, Tom Hodges",Valerie Breiman
11465,"Dennis Quaid, Winona Ryder, John Doe",Jim McBride
17190,"Matthew Modine, Christine Lahti, Todd Field",Thom Eberhardt
55059,"Patrick Dempsey, Helen Slater, Dan Schneider",Mel Damski
9085,"Eddie Murphy, Richard Pryor, Redd Foxx",Eddie Murphy
17819,"Tom Selleck, Paulina Porizkova, William Daniels",Bruce Beresford
46786,"Jim Belushi, Whoopi Goldberg, Anne Ramsey",Andrei Konchalovsky
14776,"Richard E. Grant, Rachel Ward, Richard Wilson",Bruce Robinson
59585,"Glenn Close, James Woods, Mary Stuart Masterson",Jonathan Kaplan
32855,"Bruce Willis, Emily Lloyd, Joan Allen",Norman Jewison
29185,"F. Murray Abraham, Laila Robins, David Rasche",Peter Yates
39787,"Robert De Niro, Kathy Baker, Ed Harris",David Hugh Jones
32059,"Kevin Kline, Susan Sarandon, Mary Elizabeth Mastrantonio",Pat O'Connor
505,"Mickey Rourke, Ellen Barkin, Morgan Freeman",Walter Hill
